DB00001,Lepirudin,BiotechDrug,P00734,Prothrombin
DB00277,Theophylline,SmallMoleculeDrug,Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
DB00277,Theophylline,SmallMoleculeDrug,Q92769,Histone deacetylase 2
DB00278,Argatroban,SmallMoleculeDrug,P00734,Prothrombin
DB00279,Liothyronine,SmallMoleculeDrug,P10827,Thyroid hormone receptor alpha
DB00279,Liothyronine,SmallMoleculeDrug,P10828,Thyroid hormone receptor beta
DB00280,Disopyramide,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha
DB00280,Disopyramide,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB00280,Disopyramide,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB00280,Disopyramide,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB00280,Disopyramide,SmallMoleculeDrug,Q9NZV8,Potassium voltage-gated channel subfamily D member 2
DB00280,Disopyramide,SmallMoleculeDrug,Q9UK17,Potassium voltage-gated channel subfamily D member 3
DB00281,Lidocaine,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
DB00281,Lidocaine,SmallMoleculeDrug,Q15858,Sodium channel protein type 9 subunit alpha
DB00281,Lidocaine,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha
DB00281,Lidocaine,SmallMoleculeDrug,P00533,Epidermal growth factor receptor
DB00282,Pamidronate,SmallMoleculeDrug,P14324,Farnesyl pyrophosphate synthase
DB00283,Clemastine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB00284,Acarbose,SmallMoleculeDrug,O43451,"Maltase-glucoamylase, intestinal"
DB00284,Acarbose,SmallMoleculeDrug,P10253,Lysosomal alpha-glucosidase
DB00284,Acarbose,SmallMoleculeDrug,P14410,"Sucrase-isomaltase, intestinal"
DB00284,Acarbose,SmallMoleculeDrug,P04746,Pancreatic alpha-amylase
DB00285,Venlafaxine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB00285,Venlafaxine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB00285,Venlafaxine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter
DB00286,Conjugated Estrogens,SmallMoleculeDrug,P03372,Estrogen receptor
DB00287,Travoprost,SmallMoleculeDrug,P43088,Prostaglandin F2-alpha receptor
DB00288,Amcinonide,SmallMoleculeDrug,P04150,Glucocorticoid receptor
DB00288,Amcinonide,SmallMoleculeDrug,P04083,Annexin A1
DB00289,Atomoxetine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB00289,Atomoxetine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB00289,Atomoxetine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter
DB00289,Atomoxetine,SmallMoleculeDrug,Q05586,"Glutamate receptor ionotropic, NMDA 1"
DB00289,Atomoxetine,SmallMoleculeDrug,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
DB00289,Atomoxetine,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
DB00289,Atomoxetine,SmallMoleculeDrug,Q14957,"Glutamate receptor ionotropic, NMDA 2C"
DB00289,Atomoxetine,SmallMoleculeDrug,O15399,"Glutamate receptor ionotropic, NMDA 2D"
DB00289,Atomoxetine,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
DB00289,Atomoxetine,SmallMoleculeDrug,O60391,"Glutamate receptor ionotropic, NMDA 3B"
DB00290,Bleomycin,SmallMoleculeDrug,P18858,DNA ligase 1
DB00290,Bleomycin,SmallMoleculeDrug,P49916,DNA ligase 3
DB00292,Etomidate,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00292,Etomidate,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB00292,Etomidate,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00292,Etomidate,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB00292,Etomidate,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB00292,Etomidate,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB00292,Etomidate,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB00292,Etomidate,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB00292,Etomidate,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB00292,Etomidate,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB00292,Etomidate,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB00292,Etomidate,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB00292,Etomidate,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB00292,Etomidate,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB00292,Etomidate,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB00292,Etomidate,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB00292,Etomidate,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB00292,Etomidate,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB00293,Raltitrexed,SmallMoleculeDrug,P04818,Thymidylate synthase
DB00293,Raltitrexed,SmallMoleculeDrug,Q05932,"Folylpolyglutamate synthase, mitochondrial"
DB00294,Etonogestrel,SmallMoleculeDrug,P03372,Estrogen receptor
DB00294,Etonogestrel,SmallMoleculeDrug,P06401,Progesterone receptor
DB00295,Morphine,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB00295,Morphine,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB00295,Morphine,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB00296,Ropivacaine,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
DB00297,Bupivacaine,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
DB00297,Bupivacaine,SmallMoleculeDrug,P34995,Prostaglandin E2 receptor EP1 subtype
DB00298,Dapiprazole,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB00298,Dapiprazole,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB00298,Dapiprazole,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB00299,Penciclovir,SmallMoleculeDrug,P04293,DNA polymerase catalytic subunit
DB00299,Penciclovir,SmallMoleculeDrug,P06478,Thymidine kinase
DB00300,Tenofovir,SmallMoleculeDrug,Q72547,Reverse transcriptase/RNaseH
DB00301,Flucloxacillin,SmallMoleculeDrug,Q8XJ01,Penicillin-binding protein 1A
DB00302,Tranexamic Acid,SmallMoleculeDrug,P00747,Plasminogen
DB00303,Ertapenem,SmallMoleculeDrug,P44469,Penicillin-binding protein 2
DB00303,Ertapenem,SmallMoleculeDrug,P0AD65,Penicillin-binding protein 2
DB00303,Ertapenem,SmallMoleculeDrug,P45059,Peptidoglycan synthase FtsI
DB00303,Ertapenem,SmallMoleculeDrug,P0AD68,Peptidoglycan synthase FtsI
DB00303,Ertapenem,SmallMoleculeDrug,P24228,D-alanyl-D-alanine carboxypeptidase DacB
DB00303,Ertapenem,SmallMoleculeDrug,P02918,Penicillin-binding protein 1A
DB00303,Ertapenem,SmallMoleculeDrug,P02919,Penicillin-binding protein 1B
DB00303,Ertapenem,SmallMoleculeDrug,P08506,D-alanyl-D-alanine carboxypeptidase DacC
DB00304,Desogestrel,SmallMoleculeDrug,P06401,Progesterone receptor
DB00304,Desogestrel,SmallMoleculeDrug,P03372,Estrogen receptor
DB00306,Talbutal,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00306,Talbutal,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB00306,Talbutal,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB00306,Talbutal,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB00306,Talbutal,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB00306,Talbutal,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB00306,Talbutal,SmallMoleculeDrug,P43681,Neuronal acetylcholine receptor subunit alpha-4
DB00306,Talbutal,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7
DB00306,Talbutal,SmallMoleculeDrug,P42262,Glutamate receptor 2
DB00306,Talbutal,SmallMoleculeDrug,Q13002,"Glutamate receptor ionotropic, kainate 2"
DB00306,Talbutal,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00306,Talbutal,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB00306,Talbutal,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB00306,Talbutal,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB00306,Talbutal,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB00306,Talbutal,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB00306,Talbutal,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB00306,Talbutal,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB00306,Talbutal,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB00306,Talbutal,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB00306,Talbutal,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB00306,Talbutal,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB00306,Talbutal,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB00306,Talbutal,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB00306,Talbutal,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB00306,Talbutal,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB00307,Bexarotene,SmallMoleculeDrug,P19793,Retinoic acid receptor RXR-alpha
DB00307,Bexarotene,SmallMoleculeDrug,P28702,Retinoic acid receptor RXR-beta
DB00307,Bexarotene,SmallMoleculeDrug,P48443,Retinoic acid receptor RXR-gamma
DB00308,Ibutilide,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB00308,Ibutilide,SmallMoleculeDrug,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
DB00308,Ibutilide,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB00308,Ibutilide,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
DB00308,Ibutilide,SmallMoleculeDrug,Q06432,Voltage-dependent calcium channel gamma-1 subunit
DB00308,Ibutilide,SmallMoleculeDrug,O00180,Potassium channel subfamily K member 1
DB00308,Ibutilide,SmallMoleculeDrug,Q9Y257,Potassium channel subfamily K member 6
DB00308,Ibutilide,SmallMoleculeDrug,Q9H252,Potassium voltage-gated channel subfamily H member 6
DB00308,Ibutilide,SmallMoleculeDrug,Q9NS40,Potassium voltage-gated channel subfamily H member 7
DB00308,Ibutilide,SmallMoleculeDrug,Q14654,ATP-sensitive inward rectifier potassium channel 11
DB00309,Vindesine,SmallMoleculeDrug,Q9H4B7,Tubulin beta-1 chain
DB00310,Chlorthalidone,SmallMoleculeDrug,Q13621,Solute carrier family 12 member 1
DB00312,Pentobarbital,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00312,Pentobarbital,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB00312,Pentobarbital,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB00312,Pentobarbital,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB00312,Pentobarbital,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB00312,Pentobarbital,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB00312,Pentobarbital,SmallMoleculeDrug,P43681,Neuronal acetylcholine receptor subunit alpha-4
DB00312,Pentobarbital,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7
DB00312,Pentobarbital,SmallMoleculeDrug,P42262,Glutamate receptor 2
DB00312,Pentobarbital,SmallMoleculeDrug,Q13002,"Glutamate receptor ionotropic, kainate 2"
DB00312,Pentobarbital,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00312,Pentobarbital,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB00312,Pentobarbital,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB00312,Pentobarbital,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB00312,Pentobarbital,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB00312,Pentobarbital,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB00312,Pentobarbital,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB00312,Pentobarbital,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB00312,Pentobarbital,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB00312,Pentobarbital,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB00312,Pentobarbital,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB00312,Pentobarbital,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB00312,Pentobarbital,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB00312,Pentobarbital,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB00312,Pentobarbital,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB00312,Pentobarbital,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB00312,Pentobarbital,SmallMoleculeDrug,Q05586,"Glutamate receptor ionotropic, NMDA 1"
DB00312,Pentobarbital,SmallMoleculeDrug,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
DB00312,Pentobarbital,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
DB00312,Pentobarbital,SmallMoleculeDrug,Q14957,"Glutamate receptor ionotropic, NMDA 2C"
DB00312,Pentobarbital,SmallMoleculeDrug,O15399,"Glutamate receptor ionotropic, NMDA 2D"
DB00312,Pentobarbital,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
DB00312,Pentobarbital,SmallMoleculeDrug,O60391,"Glutamate receptor ionotropic, NMDA 3B"
DB00313,Valproic Acid,SmallMoleculeDrug,Q9UKV0,Histone deacetylase 9
DB00313,Valproic Acid,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
DB00313,Valproic Acid,SmallMoleculeDrug,P45954,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
DB00313,Valproic Acid,SmallMoleculeDrug,Q02218,"2-oxoglutarate dehydrogenase, mitochondrial"
DB00313,Valproic Acid,SmallMoleculeDrug,P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial"
DB00313,Valproic Acid,SmallMoleculeDrug,P35498,Sodium channel protein type 1 subunit alpha
DB00313,Valproic Acid,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
DB00313,Valproic Acid,SmallMoleculeDrug,Q9UI33,Sodium channel protein type 11 subunit alpha
DB00313,Valproic Acid,SmallMoleculeDrug,Q99250,Sodium channel protein type 2 subunit alpha
DB00313,Valproic Acid,SmallMoleculeDrug,Q9NY46,Sodium channel protein type 3 subunit alpha
DB00313,Valproic Acid,SmallMoleculeDrug,P35499,Sodium channel protein type 4 subunit alpha
DB00313,Valproic Acid,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha
DB00313,Valproic Acid,SmallMoleculeDrug,Q01118,Sodium channel protein type 7 subunit alpha
DB00313,Valproic Acid,SmallMoleculeDrug,Q9UQD0,Sodium channel protein type 8 subunit alpha
DB00313,Valproic Acid,SmallMoleculeDrug,Q15858,Sodium channel protein type 9 subunit alpha
DB00313,Valproic Acid,SmallMoleculeDrug,Q07699,Sodium channel subunit beta-1
DB00313,Valproic Acid,SmallMoleculeDrug,O60939,Sodium channel subunit beta-2
DB00313,Valproic Acid,SmallMoleculeDrug,Q9NY72,Sodium channel subunit beta-3
DB00313,Valproic Acid,SmallMoleculeDrug,Q8IWT1,Sodium channel subunit beta-4
DB00313,Valproic Acid,SmallMoleculeDrug,Q92769,Histone deacetylase 2
DB00315,Zolmitriptan,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB00315,Zolmitriptan,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D
DB00315,Zolmitriptan,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F
DB00315,Zolmitriptan,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB00316,Acetaminophen,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB00316,Acetaminophen,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB00317,Gefitinib,SmallMoleculeDrug,P00533,Epidermal growth factor receptor
DB00318,Codeine,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB00318,Codeine,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB00318,Codeine,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB00319,Piperacillin,SmallMoleculeDrug,Q75Y35,Penicillin-binding protein 3
DB00319,Piperacillin,SmallMoleculeDrug,P0A3M6,Penicillin-binding protein 2B
DB00319,Piperacillin,SmallMoleculeDrug,Q8DNB6,Penicillin-binding protein 2a
DB00319,Piperacillin,SmallMoleculeDrug,Q7CRA4,Penicillin-binding protein 1b
DB00320,Dihydroergotamine,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D
DB00320,Dihydroergotamine,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB00320,Dihydroergotamine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB00320,Dihydroergotamine,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B
DB00321,Amitriptyline,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB00321,Amitriptyline,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB00321,Amitriptyline,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB00321,Amitriptyline,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB00321,Amitriptyline,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P04629,High affinity nerve growth factor receptor
DB00321,Amitriptyline,SmallMoleculeDrug,Q16620,BDNF/NT-3 growth factors receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB00321,Amitriptyline,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB00321,Amitriptyline,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB00321,Amitriptyline,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4
DB00321,Amitriptyline,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5
DB00321,Amitriptyline,SmallMoleculeDrug,O43526,Potassium voltage-gated channel subfamily KQT member 2
DB00321,Amitriptyline,SmallMoleculeDrug,Q09470,Potassium voltage-gated channel subfamily A member 1
DB00321,Amitriptyline,SmallMoleculeDrug,Q9NZV8,Potassium voltage-gated channel subfamily D member 2
DB00321,Amitriptyline,SmallMoleculeDrug,Q9UK17,Potassium voltage-gated channel subfamily D member 3
DB00321,Amitriptyline,SmallMoleculeDrug,P25021,Histamine H2 receptor
DB00321,Amitriptyline,SmallMoleculeDrug,Q9H3N8,Histamine H4 receptor
DB00321,Amitriptyline,SmallMoleculeDrug,Q99720,Sigma non-opioid intracellular receptor 1
DB00321,Amitriptyline,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB00321,Amitriptyline,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7
DB00321,Amitriptyline,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D
DB00321,Amitriptyline,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB00321,Amitriptyline,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6
DB00321,Amitriptyline,SmallMoleculeDrug,O43525,Potassium voltage-gated channel subfamily KQT member 3
DB00321,Amitriptyline,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB00321,Amitriptyline,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor
DB00322,Floxuridine,SmallMoleculeDrug,P04818,Thymidylate synthase
DB00323,Tolcapone,SmallMoleculeDrug,P21964,Catechol O-methyltransferase
DB00324,Fluorometholone,SmallMoleculeDrug,P04150,Glucocorticoid receptor
DB00325,Nitroprusside,SmallMoleculeDrug,P16066,Atrial natriuretic peptide receptor 1
DB00327,Hydromorphone,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB00327,Hydromorphone,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB00327,Hydromorphone,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB00328,Indomethacin,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB00328,Indomethacin,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB00328,Indomethacin,SmallMoleculeDrug,P14555,"Phospholipase A2, membrane associated"
DB00328,Indomethacin,SmallMoleculeDrug,Q8N8N7,Prostaglandin reductase 2
DB00328,Indomethacin,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma
DB00328,Indomethacin,SmallMoleculeDrug,Q04760,Lactoylglutathione lyase
DB00328,Indomethacin,SmallMoleculeDrug,Q9Y5Y4,Prostaglandin D2 receptor 2
DB00328,Indomethacin,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha
DB00330,Ethambutol,SmallMoleculeDrug,P72059,Probable arabinosyltransferase C
