qtl_accession_id,qtl_name,published_symbol,to_accession,trait_category,trait_name,trait_symbol,chromosome,start,end
CQAS33,BNL6.32,ssd3,TO:0000625,Anatomy,spikelet density,SPKDN,Chr. 3,1431898,9845580
CQAE2,BNL6.32,dth3.1,TO:0000137,Development,days to heading,DTHD,Chr. 3,105852,1908331
CQAE3,BNL6.32,dth3.2,TO:0000137,Development,days to heading,DTHD,Chr. 3,21429244,28813128
AQGP002,BNL6.32,qDTH-3,TO:0000137,Development,days to heading,DTHD,Chr. 3,1319487,1519757
AQGP038,BNL6.32,qDTH-3,TO:0000137,Development,days to heading,DTHD,Chr. 3,9491732,9491867
AQA001,BNL6.32,qPHT3-1,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28231692,28813128
AQA002,BNL6.32,qPHT3-2,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28788986,28813128
AQA004,BNL6.32,qPHT3-2,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28788986,28813128
AQG002,BNL6.32,qPHT-3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,10599177,15472481
AQJ003,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,33709541
AQA043,BNL6.32,qRDW3-1,TO:0000078,Vigor,root dry weight,RTDWT,Chr. 3,3524119,3526420
AQGM018,BNL6.32,qSN-3,TO:0000456,Yield,spikelet number,SPKNB,Chr. 3,3524119,3526420
CQAE21,BNL6.32,gw3.1,TO:0000382,Yield,1000-grain weight,TGRWT,Chr. 3,32945649,36396286
AQA007,BNL6.32,qNOT3-2,TO:0000346,Vigor,tiller number,TINB,Chr. 3,28788986,28813128
AQA012,BNL6.32,qNOT3-1,TO:0000346,Vigor,tiller number,TINB,Chr. 3,3524119,3526420
AQA035,BNL6.32,qRTV3-1,TO:0000233,Anatomy,root volume,RTVOL,Chr. 3,3524119,3526420
AQB005,BNL6.32,,TO:0000379,Quality,cool paste viscosity,CPVIS,Chr. 3,10599177,15472481
AQG003,BNL6.32,qFDN-3,TO:0000344,Development,days to flower,DTFL,Chr. 3,3524119,3526420
AQJ001,BNL6.32,,TO:0000344,Development,days to flower,DTFL,Chr. 3,3524119,3526420
AQG006,BNL6.32,qPL-3,TO:0000040,Anatomy,panicle length,PNLG,Chr. 3,10599177,15472481
AQGP045,BNL6.32,qPL-3,TO:0000040,Anatomy,panicle length,PNLG,Chr. 3,9491732,9491867
AQGM031,BNL6.32,qYI-3,TO:0000396,Yield,grain yield,GRYLD,Chr. 3,12407382,12407510
AQGM026,BNL6.32,qGW-3-1,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 3,28806696,28806820
AQGM027,BNL6.32,qGW-3-2,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 3,105852,106053
AQGP028,BNL6.32,qGW-3,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 3,28231692,28232092
AQGP071,BNL6.32,qGW-3,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 3,9491732,10600443
AQGP062,BNL6.32,qFER-3-2,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 3,3524119,3526420
AQED032,BNL6.32,gpp3.1,TO:0000445,Yield,grain number,GRNB,Chr. 3,12407382,14852161
AQED065,BNL6.32,,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 3,105852,106053
AQED033,BNL6.32,spp3.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 3,12407382,14852161
AQED034,BNL6.32,spp3.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 3,12407382,14852161
AQED021,BNL6.32,pl3.1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 3,12407382,22339895
AQED022,BNL6.32,pl3.1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 3,12407382,22339895
AQED044,BNL6.32,gw3.1,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 3,25128239,30912974
AQED045,BNL6.32,gw3.2,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 3,30912691,33709541
AQEE021,BNL6.32,,TO:0000618,Quality,crushed grain percentage,CRUSHGRPCENT,Chr. 3,4947911,12407510
AQFE008,BNL6.32,dth3.1,TO:0000137,Development,days to heading,DTHD,Chr. 3,105852,106053
AQFE009,BNL6.32,dth3.1,TO:0000137,Development,days to heading,DTHD,Chr. 3,105852,106053
AQFE010,BNL6.32,dth3.2,TO:0000137,Development,days to heading,DTHD,Chr. 3,9844999,12407510
AQFE011,BNL6.32,dth3.3,TO:0000137,Development,days to heading,DTHD,Chr. 3,23126064,28813128
AQFE012,BNL6.32,dth3.4,TO:0000137,Development,days to heading,DTHD,Chr. 3,33386334,33386423
AQFE028,BNL6.32,gpp3.1,TO:0000445,Yield,grain number,GRNB,Chr. 3,33386334,35141057
AQFE029,BNL6.32,gpp3.1,TO:0000445,Yield,grain number,GRNB,Chr. 3,33386334,35141057
AQFE030,BNL6.32,gpp3.1,TO:0000445,Yield,grain number,GRNB,Chr. 3,33386334,35141057
AQFE083,BNL6.32,ppl3.1,TO:0000152,Yield,panicle number,PNNB,Chr. 3,22339638,23126256
AQFE058,BNL6.32,pss3.1,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 3,33386334,33386423
AQFE042,BNL6.32,spp3.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 3,33386334,35141057
AQFE043,BNL6.32,spp3.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 3,33386334,35141057
AQFE044,BNL6.32,spp3.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 3,33386334,35141057
AQFE045,BNL6.32,spp3.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 3,33386334,35141057
AQFE086,BNL6.32,yld3.1,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 3,16288679,23126256
AQFE087,BNL6.32,yld3.1,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 3,16288679,23126256
AQFE088,BNL6.32,yld3.2,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 3,33386334,35141057
AQFE089,BNL6.32,yld3.2,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 3,33386334,35141057
AQFE104,BNL6.32,sh3.1,TO:0000473,Anatomy,grain shattering,GRSH,Chr. 3,105852,106053
AQFE105,BNL6.32,sh3.2,TO:0000473,Anatomy,grain shattering,GRSH,Chr. 3,12407382,12407510
AQFE071,BNL6.32,gw3.1,TO:0000269,Yield,100-grain weight,HGRWT,Chr. 3,14849308,25128864
AQFE072,BNL6.32,gw3.1,TO:0000269,Yield,100-grain weight,HGRWT,Chr. 3,14849308,25128864
AQFE073,BNL6.32,gw3.1,TO:0000269,Yield,100-grain weight,HGRWT,Chr. 3,14849308,25128864
AQFE074,BNL6.32,gw3.2,TO:0000269,Yield,100-grain weight,HGRWT,Chr. 3,33386334,35141057
AQFE075,BNL6.32,gw3.2,TO:0000269,Yield,100-grain weight,HGRWT,Chr. 3,33386334,35141057
AQFA007,BNL6.32,kl3.1,TO:0000734,Quality,grain length,GRLG,Chr. 3,9844999,23088721
AQFA014,BNL6.32,lwr3.1,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 3,9844999,23088721
AQFA006,BNL6.32,ke3.1,TO:0000377,Quality,cooked kernel elongation,CKKEL,Chr. 3,15469002,23088721
AQFA023,BNL6.32,wca3.1,TO:0000665,Quality,grain core area white,GRCARWHT,Chr. 3,35835805,35836096
AQBS002,BNL6.32,dth3.1,TO:0000137,Development,days to heading,DTHD,Chr. 3,3236247,3236745
AQBS048,BNL6.32,pss3.1,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 3,3236247,3236745
AQBS055,BNL6.32,gw3.1,TO:0000181,Yield,seed weight,SDWT,Chr. 3,14849308,14852161
AQBS009,BNL6.32,dtm3.1,TO:0000469,Development,days to maturity,DTMT,Chr. 3,28231692,28232092
AQBS010,BNL6.32,dtm3.2,TO:0000469,Development,days to maturity,DTMT,Chr. 3,3236247,3236745
CQH11,BNL6.32,brt3.1,TO:0000094,Anatomy,basal root thickness,BARTTH,Chr. 3,25128239,25128864
CQH12,BNL6.32,oa3.1,TO:0000507,Abiotic stress,osmotic adjustment capacity,OSADJCAP,Chr. 3,8409404,8410886
AQAA013,BNL6.32,qALRR-3,TO:0000516,Abiotic stress,relative root length,RELRTLG,Chr. 3,28848900,28849236
CQH14,BNL6.32,rpf3.1,TO:0000093,Abiotic stress,root pulling force,RTPF,Chr. 3,1790919,1792904
CQH15,BNL6.32,rpf3.2,TO:0000093,Abiotic stress,root pulling force,RTPF,Chr. 3,14291043,14291967
CQH13,BNL6.32,rpi3.1,TO:0000471,Abiotic stress,root penetration index,RTPNID,Chr. 3,8963958,14291967
AQR012,BNL6.32,,TO:0000081,Abiotic stress,deep root dry weight,DRTDWT,Chr. 3,1790919,3496275
AQR013,BNL6.32,,TO:0000081,Abiotic stress,deep root dry weight,DRTDWT,Chr. 3,25128239,27128592
DQA2,BNL6.32,QCMS3.1,TO:0000467,Abiotic stress,cell membrane stability,CELMBSTB,Chr. 3,23088332,23088721
CQA4,BNL6.32,QTL3,TO:0000137,Development,days to heading,DTHD,Chr. 3,2985072,3500190
CQA6,BNL6.32,QTL3,TO:0000366,Development,reproductive growth time,RGTM,Chr. 3,2985072,3500190
CQA5,BNL6.32,QTL3,TO:0000369,Development,vegetative growth time,VGTM,Chr. 3,2985072,3500190
CQAN10,BNL6.32,qHD-3,TO:0000137,Development,days to heading,DTHD,Chr. 3,34230739,34925301
CQAN2,BNL6.32,qSB-3,TO:0000255,Biotic stress,sheath blight disease resistance,SHBTRS,Chr. 3,25115568,27128592
CQAN16,BNL6.32,qPH-3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,34230739,34925301
CQAN17,BNL6.32,qPH-3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,34230739,34925301
CQAR7,BNL6.32,,TO:0000346,Vigor,tiller number,TINB,Chr. 3,484860,7769464
CQAR8,BNL6.32,,TO:0000625,Anatomy,spikelet density,SPKDN,Chr. 3,484860,7769464
AQS002,BNL6.32,qSBR-3,TO:0000255,Biotic stress,sheath blight disease resistance,SHBTRS,Chr. 3,30313472,34231482
AQS006,BNL6.32,qSBR-3,TO:0000255,Biotic stress,sheath blight disease resistance,SHBTRS,Chr. 3,30313472,34231482
AQDK011,BNL6.32,Pn3a,TO:0000152,Yield,panicle number,PNNB,Chr. 3,10687292,15335997
CQB4,BNL6.32,ph-3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,10687292,15335997
AQDK001,BNL6.32,Ra3a,TO:0000096,Vigor,ratooning ability,RAAB,Chr. 3,8963958,8964838
CQB5,BNL6.32,gw-3,TO:0000382,Yield,1000-grain weight,TGRWT,Chr. 3,34230739,36396286
AQBY006,BNL6.32,,TO:0000278,Vigor,root to shoot ratio,RTSHRO,Chr. 3,10687292,15335997
AQDK007,BNL6.32,Gy3a,TO:0000396,Yield,grain yield,GRYLD,Chr. 3,5438334,8410886
AQDK008,BNL6.32,Gy3b,TO:0000396,Yield,grain yield,GRYLD,Chr. 3,8963958,10688139
AQS008,BNL6.32,qCL-3,TO:0000576,Anatomy,culm length,CULMLG,Chr. 3,30313472,34231482
AQBP009,BNL6.32,qSWC-3,TO:0000390,Quality,grain core percent white,GRCPCENTWHT,Chr. 3,34925198,36396286
AQEF004,BNL6.32,qSPES-3,TO:0000044,Anatomy,stigma exsertion,STIEX,Chr. 3,30313472,34231482
AQEF007,BNL6.32,qPES-3,TO:0000044,Anatomy,stigma exsertion,STIEX,Chr. 3,30313472,34231482
AQDI004,BNL6.32,std-3,TO:0000036,Sterility or fertility,hybrid incompatibilty,HYBIC,Chr. 3,5438334,8410886
AQDI008,BNL6.32,stj-3,TO:0000036,Sterility or fertility,hybrid incompatibilty,HYBIC,Chr. 3,8963958,8964838
AQBK011,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,36395749,36396286
AQBK048,BNL6.32,,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 3,35709683,36396286
AQGS021,BNL6.32,gnp3.1,TO:0000445,Yield,grain number,GRNB,Chr. 3,23126064,23126256
AQGS044,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 3,1519587,1519757
AQGS046,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 3,12407382,12407510
AQGS040,BNL6.32,,TO:0000346,Vigor,tiller number,TINB,Chr. 3,12407382,12407510
AQGS062,BNL6.32,,TO:0000128,Yield,harvest index,HVID,Chr. 3,105852,106053
AQGS024,BNL6.32,sf3.1,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 3,12407382,12407510
AQDX005,BNL6.32,,TO:0000507,Abiotic stress,osmotic adjustment capacity,OSADJCAP,Chr. 3,6041028,6042440
AQCN005,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,5182350
AQDV009,BNL6.32,qHDD3-1,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQDV010,BNL6.32,qHDD3-2,TO:0000137,Development,days to heading,DTHD,Chr. 3,1449758,1450227
AQEA189,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA190,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA191,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA192,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA193,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA194,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA195,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA196,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA197,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA198,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA199,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA200,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA201,BNL6.32,QHd3a,TO:0000137,Development,days to heading,DTHD,Chr. 3,484860,1450227
AQEA202,BNL6.32,QHd3b,TO:0000137,Development,days to heading,DTHD,Chr. 3,7347629,10600443
AQEA203,BNL6.32,QHd3b,TO:0000137,Development,days to heading,DTHD,Chr. 3,7347629,10600443
AQEA204,BNL6.32,QHd3b,TO:0000137,Development,days to heading,DTHD,Chr. 3,7347629,10600443
AQEA205,BNL6.32,QHd3b,TO:0000137,Development,days to heading,DTHD,Chr. 3,7347629,10600443
AQEA206,BNL6.32,QHd3b,TO:0000137,Development,days to heading,DTHD,Chr. 3,7347629,10600443
AQEA207,BNL6.32,QHd3b,TO:0000137,Development,days to heading,DTHD,Chr. 3,7347629,10600443
AQEA208,BNL6.32,QHd3b,TO:0000137,Development,days to heading,DTHD,Chr. 3,7347629,10600443
AQEA209,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA210,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA211,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA212,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA213,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA214,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA215,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA216,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA217,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA218,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA219,BNL6.32,QHd3c,TO:0000137,Development,days to heading,DTHD,Chr. 3,28812372,28813128
AQEA451,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,1449758,1450227
AQEA453,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,1449758,1450227
AQEA455,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,1449758,1450227
AQEA457,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,1449758,1450227
AQEA459,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,1449758,1450227
AQEA461,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,1449758,1450227
AQEA463,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,1449758,1450227
AQEA491,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,10599177,10600443
AQEA493,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,10599177,10600443
AQEA495,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,10599177,10600443
AQEA497,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,10599177,10600443
AQEA520,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,28231692,28232092
AQEA522,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,28231692,28232092
AQEA524,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,28231692,28232092
AQEA526,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,28231692,28232092
AQEA528,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,32945649,32949568
AQEA530,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,32945649,32949568
AQEA532,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,32945649,32949568
AQEA534,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,32945649,32949568
AQEA536,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,32945649,32949568
AQEA538,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,32945649,32949568
AQEA540,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,32945649,32949568
AQEA542,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,32945649,32949568
AQEA544,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 3,32945649,32949568
AQBC031,BNL6.32,pn3,TO:0000152,Yield,panicle number,PNNB,Chr. 3,28788986,28813128
AQBC032,BNL6.32,pn3,TO:0000152,Yield,panicle number,PNNB,Chr. 3,28788986,28813128
AQBC033,BNL6.32,pn3,TO:0000152,Yield,panicle number,PNNB,Chr. 3,28788986,28813128
AQDV027,BNL6.32,qNOP3-1,TO:0000152,Yield,panicle number,PNNB,Chr. 3,32945649,32949568
DQF10,BNL6.32,,TO:0000090,Abiotic stress,penetrated root thickness,PENRTTH,Chr. 3,484860,1450227
AQBB072,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB073,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB074,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB075,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB076,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB077,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB078,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB079,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB080,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB081,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB082,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB083,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB084,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB085,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB086,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB087,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB088,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB089,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB090,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB091,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB092,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB093,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB094,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB095,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB096,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB097,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB098,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB099,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB100,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB101,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB102,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBB103,BNL6.32,Ph3,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,32949568
AQBC010,BNL6.32,ph3-1,TO:0000207,Vigor,plant height,PTHT,Chr. 3,1449758,3526420
AQBC011,BNL6.32,ph3-1,TO:0000207,Vigor,plant height,PTHT,Chr. 3,1449758,3526420
AQBC012,BNL6.32,ph3-2,TO:0000207,Vigor,plant height,PTHT,Chr. 3,36395749,36396286
AQBC013,BNL6.32,ph3-2,TO:0000207,Vigor,plant height,PTHT,Chr. 3,36395749,36396286
AQBC014,BNL6.32,ph3-2,TO:0000207,Vigor,plant height,PTHT,Chr. 3,36395749,36396286
AQBC015,BNL6.32,ph3-2,TO:0000207,Vigor,plant height,PTHT,Chr. 3,36395749,36396286
AQBC016,BNL6.32,ph3-2,TO:0000207,Vigor,plant height,PTHT,Chr. 3,36395749,36396286
CQAI2,BNL6.32,qPHT3-1,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28231692,28813128
CQAI4,BNL6.32,qPHT3-2,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28788986,28813128
CQAI7,BNL6.32,qPHT3-2,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28788986,28813128
AQCN006,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28812372,36396286
AQCN007,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28812372,36396286
AQDV042,BNL6.32,qPHT3-1,TO:0000207,Vigor,plant height,PTHT,Chr. 3,10599177,15472481
AQDV043,BNL6.32,qPHT3-2,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,23088721
AQEA031,BNL6.32,QPh3a,TO:0000207,Vigor,plant height,PTHT,Chr. 3,1449758,3526420
AQEA032,BNL6.32,QPh3a,TO:0000207,Vigor,plant height,PTHT,Chr. 3,1449758,3526420
AQEA033,BNL6.32,QPh3a,TO:0000207,Vigor,plant height,PTHT,Chr. 3,1449758,3526420
AQEA034,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA035,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA036,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA037,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA038,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA039,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA040,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA041,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA042,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA043,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA044,BNL6.32,QPh3b,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA045,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA046,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA047,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA048,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA049,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA050,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA051,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA052,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA053,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA054,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA055,BNL6.32,QPh3c,TO:0000207,Vigor,plant height,PTHT,Chr. 3,32945649,36396286
AQEA305,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28231692,28232092
AQEA307,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28231692,28232092
AQEA309,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28231692,28232092
AQEA311,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28231692,28232092
AQEA313,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,28231692,28232092
AQEA358,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA360,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
AQEA362,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 3,15469002,15472481
