"Subject","Predicate","Object","Provenance","Score"
"hom2 (saccharomyces cerevisiae s288c)","is adjacent to","l-gamma-glutamyl-s-(2-{[4-(dihydroxyarsino)phenyl]amino}-2-oxoethyl)-l-cysteinylglycine","17082762","9.8695"
"hom2 (saccharomyces cerevisiae s288c)","affects","syp1 (saccharomyces cerevisiae s288c)","17079729","9.3674"
"hom2 (saccharomyces cerevisiae s288c)","binds with","ctf8 (saccharomyces cerevisiae s288c)","23290995","9.5537"
"hom2 (saccharomyces cerevisiae s288c)","binds with","dun1 (saccharomyces cerevisiae s288c)","STRING-db4932.YOR042W","11.5276"
"hom2 (saccharomyces cerevisiae s288c)","binds with","cpa2 (saccharomyces cerevisiae s288c)","23832094","11.2273"
"hom2 (saccharomyces cerevisiae s288c)","binds with","pxa2 (saccharomyces cerevisiae s288c)","NA","11.3338"
"hom2 (saccharomyces cerevisiae s288c)","gene product variant increases","san1 (saccharomyces cerevisiae s288c)","22384333","11.4725"
"hom2 (saccharomyces cerevisiae s288c)","gene product variant decreases","irc20 (saccharomyces cerevisiae s288c)","STRING-db4932.YOR035C","9.792"
"hom2 (saccharomyces cerevisiae s288c)","gene product variant decreases","ssy1 (saccharomyces cerevisiae s288c)","STRING-db4932.YPL019C","9.1049"
"hom2 (saccharomyces cerevisiae s288c)","gene product variant decreases","rpa14 (saccharomyces cerevisiae s288c)","STRING-db4932.YOR035C","10.6977"
"far1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","NA","9.7426"
"slf1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000156575|YLR091W|dequalinium","10.2706"
"use1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","21880895","9.6903"
"use1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YBL007C","9.9581"
"ydl159w-a (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000156575|YGR020C|hygrolidin","9.1876"
"rtt102 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000151347|YGL020C|hygromycin B (40 ug/ml)","9.5037"
"ygr017w (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","23445507","9.872"
"ygr017w (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000058218|YAL062W|Calcofluor White","9.872"
"ygr017w (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YHR167W","9.4653"
"yjr115w (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","18314501","9.8482"
"rpt2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000123227|YNL158W|Calcofluor White (40 ug/ml)","9.7285"
"pth2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","24360837","9.5252"
"ubr1 (saccharomyces cerevisiae s288c)","affects","ste6 (saccharomyces cerevisiae s288c)","20691087","9.4151"
"ubr1 (saccharomyces cerevisiae s288c)","binds with","yck1 (saccharomyces cerevisiae s288c)","16107716","9.7415"
"ubr1 (saccharomyces cerevisiae s288c)","binds with","tim13 (saccharomyces cerevisiae s288c)","NA","9.6059"
"ubr1 (saccharomyces cerevisiae s288c)","binds with","mgt1 (saccharomyces cerevisiae s288c)","23416056","9.9596"
"ubr1 (saccharomyces cerevisiae s288c)","binds with","tah18 (saccharomyces cerevisiae s288c)","15590821","10.0396"
"ubr1 (saccharomyces cerevisiae s288c)","binds with","l-azetidine-2-carboxylic acid","NA","9.447"
"ubr1 (saccharomyces cerevisiae s288c)","gene product variant decreases","qcr9 (saccharomyces cerevisiae s288c)","23335509","9.7723"
"ubr1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ygl081w (saccharomyces cerevisiae s288c)","NA","10.0203"
"ubr1 (saccharomyces cerevisiae s288c)","gene product variant decreases","dfr1 (saccharomyces cerevisiae s288c)","STRING-db4932.YHR183W","9.0397"
"ubr1 (saccharomyces cerevisiae s288c)","gene product variant decreases","lead(2+)","17314395","9.7473"
"rpn14 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","23335509","9.2707"
"rpn14 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YBR162C","9.2707"
"san1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YOR035C","11.5276"
"tos1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","24968945","8.6424"
"gal10 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","15883373","9.821"
"stu1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000143098|YJR143C|rhodanine 3-acetic acid derivative","9.4167"
"ham1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000136780|YAL056W|ethanol (8%)","10.3942"
"sna3 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000155100|YML060W|miconazole (1000 ug/ml)","8.8039"
"dbp3 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000156575|YLR090W|ascomycin","10.1997"
"dun1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000114261|YOR042W|sirolimus (1.3 nM)","11.6634"
"shs1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YGR256W","9.4057"
"ubx6 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000123910|YLR021W|L-canavanine (1-2 ug/ml)","9.2863"
"ubx6 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000113932|YOL031C|L-1,4-dithiothreitol","9.2863"
"mpc1 (saccharomyces cerevisiae s288c)","binds with","mpc2 (saccharomyces cerevisiae s288c)","24260565","9.756"
"mpc1 (saccharomyces cerevisiae s288c)","binds with","dbp3 (saccharomyces cerevisiae s288c)","NA","10.1939"
"mpc1 (saccharomyces cerevisiae s288c)","binds with","hek2 (saccharomyces cerevisiae s288c)","S000183614|YPL092W|chromium trioxide (0.1 mM)","10.3368"
"mpc1 (saccharomyces cerevisiae s288c)","binds with","mic60 (saccharomyces cerevisiae s288c)","24360837","9.723"
"mpc1 (saccharomyces cerevisiae s288c)","binds with","mgr3 (saccharomyces cerevisiae s288c)","26341223","9.4866"
"mpc1 (saccharomyces cerevisiae s288c)","binds with","stress resistance","S000156575|YPL097W|dequalinium","10.2952"
"mpc1 (saccharomyces cerevisiae s288c)","gene product variant increases","ygl081w (saccharomyces cerevisiae s288c)","23358190","9.9537"
"mpc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","slf1 (saccharomyces cerevisiae s288c)","23403841","10.0018"
"mpc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","kxd1 (saccharomyces cerevisiae s288c)","NA","9.6317"
"mpc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","1-butanol","S000138794|YLR194C|glycolaldehyde (0.01 mM)","10.4352"
"ydl206w (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YLR323C","9.2481"
"gnd2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","16415861","9.9437"
"spo23 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YGR099W","9.3621"
"reg1 (saccharomyces cerevisiae s288c)","is adjacent to","trans-2-enoyl-opc6-coa","S000086496|YER083C|oxaliplatin (4 mM)","10.0025"
"reg1 (saccharomyces cerevisiae s288c)","binds with","mix14 (saccharomyces cerevisiae s288c)","S000176422|YOR069W|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.2981"
"reg1 (saccharomyces cerevisiae s288c)","binds with","reg2 (saccharomyces cerevisiae s288c)","S000114736|YOR069W|caffeine (6 mM)","9.6006"
"reg1 (saccharomyces cerevisiae s288c)","binds with","yap5 (saccharomyces cerevisiae s288c)","S000121776|YER083C|pyocyanin (75 ug/ml)","9.782"
"reg1 (saccharomyces cerevisiae s288c)","binds with","trans-2-enoyl-opc4-coa","S000118618|YER084W|methyl methanesulfonate","9.6111"
"reg1 (saccharomyces cerevisiae s288c)","binds with","2-deoxy-alpha-d-arabino-hexopyranose","S000155894|YER083C|pomecin A (0.5 - 2 ug/ml)","9.782"
"reg1 (saccharomyces cerevisiae s288c)","gene product variant increases","gip1 (saccharomyces cerevisiae s288c)","S000120070|YER084W|nickel(2+)","9.7176"
"reg1 (saccharomyces cerevisiae s288c)","gene product variant decreases","rad28 (saccharomyces cerevisiae s288c)","STRING-db4932.YER083C","9.7973"
"reg1 (saccharomyces cerevisiae s288c)","gene product variant decreases","trans-2-enoyl-opc8-coa","NA","10.0843"
"reg1 (saccharomyces cerevisiae s288c)","gene product variant decreases","trans,cis-lauro-2,6-dienoyl-coa","S000135404|YGL020C|tellurite (0.1 mM K2TeO3)","9.7842"
"stn1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000135573|YNL253W|amitrole (22 mg/ml)","10.0358"
"mdh3 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000155945|YNL140C|toxaphene (640 uM)","8.8853"
"lsm8 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YPR101W","9.5152"
"lsm8 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YPL175W","9.5152"
"hua1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","21978764","9.564"
"cpa2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","NA","11.2643"
"pol32 (saccharomyces cerevisiae s288c)","is adjacent to","trans-2-enoyl-opc8-coa","16415861","9.2726"
"pol32 (saccharomyces cerevisiae s288c)","is adjacent to","trans,cis-lauro-2,6-dienoyl-coa","S000138697|YLR194C|4-chlorophenol (1 mM)","9.8201"
"pol32 (saccharomyces cerevisiae s288c)","is adjacent to","oxaliplatin","21960436","9.4973"
"pol32 (saccharomyces cerevisiae s288c)","is adjacent to","psoralen","NA","10.1158"
"pol32 (saccharomyces cerevisiae s288c)","is functionally related to","pol31 (saccharomyces cerevisiae s288c)","16415861","10.3804"
"pol32 (saccharomyces cerevisiae s288c)","binds with","vps55 (saccharomyces cerevisiae s288c)","16738548","9.6557"
"pol32 (saccharomyces cerevisiae s288c)","gene product variant increases","tex1 (saccharomyces cerevisiae s288c)","19324962","10.2326"
"pol32 (saccharomyces cerevisiae s288c)","gene product variant increases","trans-2-enoyl-opc6-coa","NA","9.8201"
"pol32 (saccharomyces cerevisiae s288c)","gene product variant decreases","3-nitroso-2-phenylimidazo[1,2-a]pyrimidine","27711131","9.7739"
"pol32 (saccharomyces cerevisiae s288c)","gene product variant decreases","trans-2-enoyl-opc4-coa","S000156575|YEL007W|elaiophylin (azalomycin B)","9.5268"
"pca1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000156575|YPR116W|dequalinium","9.1364"
"ino1 (saccharomyces cerevisiae s288c)","is adjacent to","ham1 (saccharomyces cerevisiae s288c)","STRING-db4932.YML062C","10.1981"
"ino1 (saccharomyces cerevisiae s288c)","affects","hac1 (saccharomyces cerevisiae s288c)","21179023","9.53"
"ino1 (saccharomyces cerevisiae s288c)","affects","das1 (saccharomyces cerevisiae s288c)","20691087","8.8797"
"ino1 (saccharomyces cerevisiae s288c)","affects","aip1 (saccharomyces cerevisiae s288c)","STRING-db4932.YDR071C","9.7651"
"ino1 (saccharomyces cerevisiae s288c)","affects","snx3 (saccharomyces cerevisiae s288c)","24968945","9.9205"
"ino1 (saccharomyces cerevisiae s288c)","binds with","cia1 (saccharomyces cerevisiae s288c)","20855568","10.9717"
"ino1 (saccharomyces cerevisiae s288c)","binds with","mek1 (saccharomyces cerevisiae s288c)","15883373","9.9854"
"ino1 (saccharomyces cerevisiae s288c)","gene product variant increases","fbp26 (saccharomyces cerevisiae s288c)","24034557","9.0908"
"ino1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ade17 (saccharomyces cerevisiae s288c)","STRING-db4932.YNL253W","11.6561"
"ino1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","sna3 (saccharomyces cerevisiae s288c)","17314395","8.6825"
"ssy1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000123834|YPL019C|sirolimus (11 nM)","9.1049"
"get3 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.4503"
"get3 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.4503"
"add66 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000077020|YIL077C|sorbate (5 mM)","9.4616"
"add66 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","11171066","9.4616"
"yju2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","21179023","9.5046"
"rpa14 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000154309|YPR002W|aluminium(3+) (0.4 mM)|(E)-1,1'-azobis(N,N-dimethylformamide) (0.8 mM)","11.1274"
"ydr306c (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000128949|YOR197W|dihydromotuporamine C (100 uM)","9.7074"
"ydr306c (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000135573|YPL023C|paromomycin (10 mg/ml)","9.7074"
"mgt1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.9905"
"alg1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","23403841","9.4237"
"alg1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000176422|YOL109W|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.4237"
"ydr341c (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YMR144W","9.6774"
"qcr9 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YHR137W","9.7923"
"aim7 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","23202731","9.5126"
"aim7 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000155945|YER152C|toxaphene (160 uM)","9.5126"
"pol31 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000156575|YGR020C|21-deoxyconcanamycin A","10.4368"
"gpd1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000152473|YER156C|benzo[a]pyrene","9.1277"
"yip4 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000156575|YCR043C|chlorpromazine","9.7286"
"ygr035c (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","17141224","10.2392"
"ygr035c (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","20691087","10.2392"
"rad28 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YMR038C","9.7973"
"lys2 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YOR328W","9.4302"
"syf2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","24360837","9.7399"
"hnt2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152473|YPL027W|benzo[a]pyrene","9.8482"
"cog1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YDL093W","9.4628"
"jac1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000156575|YDR495C|mutalomycin sodium salt","9.4871"
"jac1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152383|YBR045C|cycloheximide (100 ng/ml)","9.4871"
"vps15 (saccharomyces cerevisiae s288c)","is adjacent to","vps38 (saccharomyces cerevisiae s288c)","STRING-db4932.YNL245C","9.8182"
"vps15 (saccharomyces cerevisiae s288c)","is adjacent to","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(1r,2r)-1-[tert-butyl(dimethyl)silyl]oxy-2-methyl-3-(5-oxaspiro[2.2]pentan-4-yl)propyl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","STRING-db4932.YOR148C","9.1915"
"vps15 (saccharomyces cerevisiae s288c)","is adjacent to","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,2r)-1-hydroxy-2-methyl-4,5-heptadien-1-yl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","16061773","10.8705"
"vps15 (saccharomyces cerevisiae s288c)","is adjacent to","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,2r)-1-hydroxy-2-methyl-3-(2-methylcyclopropyl)propyl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","STRING-db4932.YDR321W","10.6413"
"vps15 (saccharomyces cerevisiae s288c)","is functionally related to","atg38 (saccharomyces cerevisiae s288c)","STRING-db4932.YNR051C","8.8881"
"vps15 (saccharomyces cerevisiae s288c)","affects","vps38 (saccharomyces cerevisiae s288c)","S000176422|YHR039C|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.8182"
"vps15 (saccharomyces cerevisiae s288c)","affects","fes1 (saccharomyces cerevisiae s288c)","S000156575|YNR051C|tubulazole","9.964"
"vps15 (saccharomyces cerevisiae s288c)","binds with","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(1r,2r)-1-[tert-butyl(dimethyl)silyl]oxy-2-methyl-3-(5-oxaspiro[2.2]pentan-4-yl)propyl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","23403841","9.1915"
