DrugBankID;Drug;Disease;Palliative;InFDAlabel;RelativeEfficacyRE;GeneID1;GeneID2;GeneID3;GeneID4;GeneID5;GeneID6;GeneID7;GeneID8;GeneID9;GeneID10;GeneID11;GeneID12;GeneID13;GeneID14;GeneID15;GeneID16;GeneID17;GeneID18;GeneID19;GeneID20;GeneID21;GeneID22;GeneID23;GeneID24;GeneID25;IndicationfromDailyMed
DB01261;Sitagliptin;diabetes mellitus type 2;0;1;0,369509;1803; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;JANUVIA is a dipeptidyl peptidase-4 (DPP-4) inhibitor indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. (1.1) Important Limitations of Use: JANUVIA should not be used in patients with type 1 diabetes or for the treatment of diabetic ketoacidosis. (1.2) JANUVIA has not been studied in patients with a history of pancreatitis. (1.2, 5.1)
DB01268;Sunitinib;neoplasms;0;1;0,954545;1436;5159;2321;2324;3815;3791;5156;2322; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;SUTENT is a kinase inhibitor indicated for the treatment of: Gastrointestinal stromal tumor (GIST) after disease progression on or intolerance to imatinib mesylate. (1.1) Advanced renal cell carcinoma (RCC). (1.2) Progressive, well-differentiated pancreatic neuroendocrine tumors (pNET) in patients with unresectable locally advanced or metastatic disease. (1.3)
DB01274;Arformoterol;asthma;0;0;0,75;154; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;BROVANA Inhalation Solution is a long-acting beta2-adrenergic agonist (beta2-agonist) indicated for: Long-term, twice daily (morning and evening) administration in the maintenance treatment of bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. (1.1) Important limitations of use: BROVANA Inhalation Solution is not indicated to treat acute deteriorations of chronic obstructive pulmonary disease. (1.2, 5.2) BROVANA Inhalation Solution is not indicated to treat asthma. (1.2)
DB01303;Oxtriphylline;asthma;0;0;NA;135;134;3066;5139;5141; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
DB01306;Insulin Aspart;diabetes mellitus;0;1;0,816777;3643; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;NovoLog is an insulin analog indicated to improve glycemic control in adults and children with diabetes mellitus ( ). 1.1
DB01364;Ephedrine;asthma;0;1;NA;148;6571;43;6530; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Ephedrine Sulfate Injection, USP is indicated in the treatment of allergic disorders, such as bronchial asthma The drug has long been used as a pressor agent, particularly during spinal anesthesia when hypotension frequently occurs. In Stokes-Adams syndrome with complete heart block, ephedrine has a value similar to that of epinephrine. It is indicated as a central nervous system stimulant in narcolepsy and depressive states. It is also used in myasthenia gravis.
DB01367;Rasagiline;parkinson disease;1;1;0;4129;596; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;AZILECT is indicated for the treatment of the signs and symptoms of idiopathic Parkinson's disease as initial monotherapy and as adjunct therapy to levodopa. (1)
DB01394;Colchicine;liver cirrhosis biliary;0;0;NA;81027;203068; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Colchicine Tablets, USP are an alkaloid indicated for: Prophylaxis and treatment of gout flares in adults ( 1.1). Familial Mediterranean fever (FMF) in adults and children 4 years or older ( 1.2). Colchicine Tablets, USP are not an analgesic medication and should not be used to treat pain from other causes.
DB01409;Tiotropium;asthma;0;0;0,409253;1128;1129;1131; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;SPIRIVA HandiHaler is an anticholinergic indicated for the long-term, once-daily, maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), and for reducing COPD exacerbations (1)
DB01427;Amrinone;cardiomyopathy dilated;0;0;NA;7124;5142;5139; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
DB01597;Cilastatin;bacterial infections;0;0;NA;1800; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
DB01599;Probucol;coronary artery disease;0;0;NA;19;1066; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
DB01611;Hydroxychloroquine;arthritis;0;1;0,53985;51284;54106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Hydroxychloroquine sulfate tablets, USP are indicated for the suppressive treatment and treatment of acute attacks of malaria due to Plasmodium vivax, P. malariae, P. ovale, and susceptible strains of P. falciparum. Hydroxychloroquine sulfate tablets, USP are also indicated for the treatment of discoid and systemic lupus erythematosus, and rheumatoid arthritis.
DB02300;Calcipotriol;skin diseases;0;1;NA;7421; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Dovonex (calcipotriene solution) Scalp Solution, 0.005%, is indicated for the topical treatment of chronic, moderately severe psoriasis of the scalp. The safety and effectiveness of topical calcipotriene in dermatoses other than psoriasis have not been established.
DB04855;Dronedarone;arrhythmias cardiac;0;1;0,428571;784;775;151;152;782;783;150;785;779;153;3757;778;147;776;146;148;6323; ; ; ; ; ; ; ; ;MULTAQ is an antiarrhythmic drug indicated to reduce the risk of hospitalization for atrial fibrillation (AF) in patients in sinus rhythm with a history of paroxysmal or persistent AF (1, 14).
DB04895;Pegaptanib;macular degeneration;0;1;0,823529;8829; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Macugen is indicated for the treatment of neovascular (wet) age-related macular degeneration (1).
DB05271;Rotigotine;parkinson disease;0;1;NA;1814;151;1816;1812;1813;1815;3350; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;NEUPRO is a dopamine agonist indicated for the treatment of: Parkinson's disease (1.1) Moderate-to-severe primary Restless Legs Syndrome (1.2)
DB06201;Rufinamide;epilepsy;0;1;0,846154;2915; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;BANZEL is indicated for adjunctive treatment of seizures associated with Lennox-Gastaut Syndrome (LGS) in pediatric patients 1 year of age and older, and in adults (1)
DB06212;Tolvaptan;liver cirrhosis;0;0;NA;554;552; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;SAMSCA is a selective vasopressin V2-receptor antagonist indicated for the treatment of clinically significant hypervolemic and euvolemic hyponatremia [serum sodium <125 mEq/L or less marked hyponatremia that is symptomatic and has resisted correction with fluid restriction], including patients with heart failure and Syndrome of Inappropriate Antidiuretic Hormone (SIADH) (1) Important Limitations: Patients requiring intervention to raise serum sodium urgently to prevent or to treat serious neurological symptoms should not be treated with SAMSCA (1) It has not been established that SAMSCA provides a symptomatic benefit to patients (1)
DB06655;Liraglutide;diabetes mellitus type 2;0;0;0,930909;2740; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Saxenda is a glucagon-like peptide-1 (GLP-1) receptor agonist indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management in adult patients with an initial body mass index (BMI) of 30 kg/m 2 or greater (obese) ( 1) or 27 kg/m 2 or greater (overweight) in the presence of at least one weight-related comorbid condition (e.g. hypertension, type 2 diabetes mellitus, or dyslipidemia) ( 1). Limitations of Use: Saxenda is not indicated for the treatment of type 2 diabetes ( 1). Saxenda should not be used in combination with any other GLP-1 receptor agonist ( 1). Saxenda should not be used with insulin ( 1, 5.4). The effects of Saxenda on cardiovascular morbidity and mortality have not been established ( 1). The safety and efficacy of coadministration with other products for weight loss have not been established ( 1). Saxenda has not been studied in patients with a history of pancreatitis ( 1, 5.2).
DB06710;Methyltestosterone;breast neoplasms;0;1;NA;367; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""Androgens are indicated for replacement therapy in conditions associated with a deficiency or absence of endogenous testosterone: Primary hypogonadism (congenital or acquired)  testicular failure due to cryptorchidism, bilateral torsion, orchitis, vanishing testis syndrome"
DB06809;Plerixafor;lymphoma;0;1;NA;7852; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Mozobil, a hematopoietic stem cell mobilizer, is indicated in combination with granulocyte-colony stimulating factor (G-CSF) to mobilize hematopoietic stem cells to the peripheral blood for collection and subsequent autologous transplantation in patients with non-Hodgkins lymphoma and multiple myeloma. (1)
DB08868;Fingolimod;multiple sclerosis;0;1;0,886197;53637; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;GILENYA is a sphingosine 1-phosphate receptor modulator indicated for the treatment of patients with relapsing forms of multiple sclerosis (MS) to reduce the frequency of clinical exacerbations and to delay the accumulation of physical disability. (1)
